longitude\tlatitude\tspeed
-122.833668\t45.497833\t0
-122.833722\t45.497603\t2.67
-122.833722\t45.497603\t0
-122.833722\t45.497603\t0
-122.833712\t45.497633\t0.33
-122.833723\t45.497603\t0.3
-122.833753\t45.497418\t4.2
-122.833807\t45.49703\t8.6
-122.833835\t45.496637\t8.6
-122.833908\t45.49635\t6.4
-122.833972\t45.496227\t2.8
-122.833975\t45.496207\t0.4
-122.833975\t45.496207\t0
-122.834012\t45.496138\t2
-122.834183\t45.495813\t7.8
-122.83421\t45.495332\t10.8
-122.834088\t45.494817\t11.6
-122.834147\t45.494302\t11.2
-122.833833\t45.493805\t12.2
-122.8331\t45.493463\t13.8
-122.83237\t45.493122\t13.6
-122.832018\t45.492655\t11.8
-122.832215\t45.492118\t12.2
-122.832492\t45.491597\t12.2
-122.832647\t45.491123\t10.6
-122.83274\t45.490783\t7.6
-122.832787\t45.490602\t3.8
-122.8328\t45.490545\t0.3
-122.832782\t45.490277\t7.4
-122.832363\t45.490133\t6
-122.831668\t45.490045\t10.8
-122.830802\t45.489958\t13.6
-122.829802\t45.489842\t15.6
-122.828782\t45.48973\t16
-122.826157\t45.489095\t7.97
-122.826182\t45.488573\t11.6
-122.826205\t45.487998\t12.4
-122.826222\t45.487492\t11.2
-122.826498\t45.489502\t9.56
-122.826172\t45.489423\t6.4
-122.827955\t45.489645\t7.2
-122.827415\t45.489592\t8.2
-122.826985\t45.489548\t6.8
-122.826185\t45.487052\t9.26
-122.826155\t45.48666\t8.4
-122.826158\t45.486395\t5.8
-122.82616\t45.486248\t3.2
-122.826158\t45.486135\t0.34
-122.826102\t45.485845\t6.6
-122.800052\t45.486525\t7.29
-122.798608\t45.486597\t10.6
-122.798045\t45.486547\t8.8
-122.797513\t45.486493\t8.4
-122.796832\t45.486457\t10.6
-122.796097\t45.486453\t11.4
-122.795397\t45.486457\t10.8
-122.794602\t45.486455\t12.2
-122.793772\t45.486462\t13
-122.79283\t45.486463\t14.6
-122.791945\t45.486472\t13.6
-122.791075\t45.48648\t13.6
-122.790175\t45.486472\t13.8
-122.789288\t45.486478\t13.8
-122.788322\t45.486497\t15
-122.787332\t45.486502\t15.4
-122.786325\t45.486503\t15.6
-122.785328\t45.486507\t15.4
-122.784393\t45.486507\t14.4
-122.78382\t45.486505\t8.8
-122.783468\t45.486503\t5.4
-122.783293\t45.4865\t2.6
-122.783262\t45.486497\t0.07
-122.783238\t45.486497\t0.2
-122.782927\t45.486495\t5
-122.78227\t45.486495\t10.2
-122.78141\t45.4865\t13.4
-122.780383\t45.4865\t16
-122.779285\t45.486503\t17
-122.778115\t45.486502\t18.2
-122.776928\t45.486497\t18.4
-122.775777\t45.48648\t17.8
-122.774703\t45.486458\t16.6
-122.773657\t45.486437\t16.2
-122.772685\t45.486418\t15
-122.771858\t45.486405\t12.8
-122.770905\t45.486388\t14.6
-122.769928\t45.486368\t15.2
-122.768973\t45.486355\t14.8
-122.768105\t45.486337\t13.4
-122.767222\t45.48632\t13.6
-122.7993\t45.486605\t11.8
-122.697582\t45.478065\t10.65
-122.684593\t45.48047\t13.2
-122.683857\t45.480478\t11.6
-122.683367\t45.48081\t10.6
-122.683122\t45.48129\t11.4
-122.683128\t45.482432\t12.6
-122.683335\t45.482893\t10.4
-122.696973\t45.478025\t9.4
-122.696297\t45.478128\t10.8
