longitude\tlatitude\tspeed
-122.621627\t45.479187\t8
-122.622938\t45.479168\t0
-122.62285\t45.479167\t1.4
-122.622833\t45.479168\t0.07
-122.622593\t45.479173\t4
-122.622133\t45.479173\t7.2
-122.621093\t45.47919\t8.2
-122.619233\t45.47913\t3.2
-122.6192\t45.47913\t0.67
-122.62077\t45.479155\t4.8
-122.620145\t45.479145\t1.92
-122.618938\t45.479155\t0.13
-122.61851\t45.479153\t6.8
-122.618008\t45.479153\t4.88
-122.617553\t45.479148\t7
-122.617207\t45.479148\t5.2
-122.616873\t45.479145\t5.2
-122.616463\t45.479147\t6.4
-122.619815\t45.47914\t6.5
-122.61946\t45.479133\t5.4
-122.616067\t45.47915\t6.2
-122.615838\t45.47915\t3.75
-122.615757\t45.479148\t1
-122.61508\t45.479147\t2.19
-122.61446\t45.479148\t9.8
-122.613815\t45.479153\t9.8
-122.613185\t45.479148\t9.8
-122.612617\t45.479145\t8.6
-122.612228\t45.479138\t5.4
-122.611703\t45.479138\t1.77
-122.611093\t45.479142\t9.4
-122.610468\t45.479145\t9.6
-122.609873\t45.479127\t9.2
-122.66549\t45.505953\t0
-122.675617\t45.526432\t0
-122.675598\t45.526267\t3.6
-122.675593\t45.526245\t0.5
-122.675593\t45.526245\t0
-122.675593\t45.526245\t0
-122.675588\t45.526212\t1.33
-122.675557\t45.526018\t4.2
-122.675525\t45.5258\t4.8
-122.675492\t45.525587\t4.8
-122.675453\t45.525383\t4.4
-122.675458\t45.525163\t4.8
-122.675453\t45.524972\t4.2
-122.67546\t45.5249\t1.6
-122.675457\t45.524832\t1.4
-122.675457\t45.52477\t1.2
-122.675377\t45.524098\t1.69
-122.675368\t45.523957\t3
-122.67537\t45.523947\t0.25
-122.67537\t45.523947\t0
-122.675368\t45.523802\t3.2
-122.675357\t45.523553\t5.6
-122.675348\t45.523348\t4.4
-122.675345\t45.523288\t1.2
-122.67538\t45.523135\t0.31
-122.675507\t45.5228\t7.6
-122.675667\t45.522515\t6.8
-122.675775\t45.52233\t4.2
-122.676022\t45.521763\t2.2
-122.67612\t45.521575\t4.4
-122.676255\t45.521338\t5.6
-122.676375\t45.521127\t5
-122.676517\t45.520885\t6
-122.67665\t45.520608\t6.4
-122.676823\t45.520307\t7.2
-122.677035\t45.520005\t7.4
-122.67719\t45.51976\t5.8
-122.677238\t45.519678\t1.6
-122.677528\t45.519062\t1.14
-122.677652\t45.518813\t5.8
-122.677768\t45.51858\t5.2
-122.677825\t45.518473\t2.4
-122.665903\t45.505675\t11
-122.666303\t45.505407\t8.6
-122.666715\t45.505142\t8.8
-122.667133\t45.504873\t8.8
-122.667543\t45.504608\t7.17
-122.667958\t45.504337\t11
-122.668343\t45.504087\t7.8
-122.668665\t45.503878\t6.8
-122.66899\t45.503665\t6.8
-122.672843\t45.502717\t8
-122.673043\t45.503075\t8.6
-122.673193\t45.503465\t9
-122.673377\t45.503865\t9.4
-122.673582\t45.504282\t10
-122.673818\t45.504678\t9.4
-122.674065\t45.505078\t9.6
-122.674412\t45.505485\t10.4
-122.674798\t45.505873\t10.4
-122.675055\t45.506293\t10.2
-122.675262\t45.506723\t10.2
-122.675413\t45.507167\t10
-122.675627\t45.507628\t10.6
-122.676105\t45.507932\t10
-122.676687\t45.508027\t9.2
-122.677152\t45.508017\t7.2
-122.677592\t45.508032\t7
-122.678098\t45.508047\t7.8
-122.678437\t45.508038\t5.2
-122.67861\t45.50803\t2.8
-122.679045\t45.508005\t6.8
-122.679547\t45.507982\t7.8
-122.680098\t45.507975\t8.6
-122.680685\t45.507972\t7.5
-122.669292\t45.50347\t5
-122.669517\t45.503333\t5.75
-122.669703\t45.503245\t3.4
-122.669922\t45.503152\t3.8
-122.67004\t45.503112\t1.5
-122.670143\t45.503078\t2.25
-122.670263\t45.503045\t2
-122.670423\t45.503\t2.8
-122.670632\t45.50294\t3.6
-122.67087\t45.502873\t4
-122.671097\t45.50281\t3
-122.671247\t45.50277\t2.4
-122.67125\t45.50277\t0.5
-122.67125\t45.50277\t0
-122.67126\t45.50277\t0.5
-122.671393\t45.502737\t2
-122.671598\t45.502677\t3.4
-122.671797\t45.502623\t3.2
-122.672388\t45.502543\t1.57
-122.744888\t45.583873\t5.18
-122.663442\t45.506553\t0
-122.662977\t45.506545\t7.4
-122.662548\t45.506533\t6.4
-122.662343\t45.506528\t2.6
-122.662217\t45.506527\t0.52
-122.661648\t45.506527\t9.6
-122.660867\t45.506513\t12.2
-122.660078\t45.506385\t12.6
-122.659402\t45.506135\t11.6
-122.658895\t45.505863\t9.4
-122.658725\t45.50557\t7.2
-122.658747\t45.5052\t8
-122.658762\t45.505\t4.5
-122.65864\t45.50485\t3.67
-122.658362\t45.504823\t4
-122.658183\t45.504837\t0.26
-122.65775\t45.504953\t6.6
-122.657477\t45.505233\t7.8
-122.657103\t45.505318\t6.2
-122.656627\t45.505122\t8.2
-122.656143\t45.5049\t9.2
-122.655593\t45.504852\t8.6
-122.655022\t45.504843\t8.8
-122.654463\t45.504835\t8.6
-122.653853\t45.504837\t9.4
-122.653215\t45.504845\t9.8
-122.652538\t45.504845\t10.4
-122.651823\t45.504843\t11
-122.651072\t45.504843\t11.6
-122.650305\t45.504842\t12
-122.64953\t45.50484\t12
-122.648763\t45.504838\t11.8
-122.648005\t45.504837\t11.8
-122.647242\t45.504832\t11.8
-122.64655\t45.504833\t10.8
-122.646125\t45.504817\t6.6
-122.645485\t45.504822\t1.63
-122.644875\t45.504825\t9.4
-122.644217\t45.504825\t10.2
-122.643558\t45.50482\t10.2
-122.642853\t45.504813\t11
-122.642157\t45.504817\t10.8
-122.641445\t45.504813\t11
-122.640758\t45.504813\t10.6
-122.640195\t45.504812\t8.8
-122.639942\t45.504808\t4
-122.639633\t45.504812\t4.8
-122.648193\t45.492687\t0
-122.648347\t45.492802\t3.6
-122.648332\t45.493168\t8.4
-122.648335\t45.493703\t11.8
-122.648353\t45.494347\t14.2
-122.648348\t45.494992\t14
-122.648292\t45.495632\t14
-122.648162\t45.496253\t13.8
-122.648063\t45.496858\t13.4
-122.64801\t45.49748\t13.6
-122.64796\t45.498102\t13.6
-122.648133\t45.498688\t13.4
-122.648622\t45.499293\t15.4
-122.649075\t45.499865\t14.2
