longitude\tlatitude\tspeed
-122.685353\t45.462957\t0
-122.697242\t45.463452\t7.13
-122.69689\t45.463447\t5.4
-122.696435\t45.463457\t7
-122.695833\t45.463458\t9.4
-122.69549\t45.46346\t4.8
-122.694363\t45.463487\t3.56
-122.69366\t45.46349\t11
-122.693018\t45.463495\t9.8
-122.692368\t45.4635\t10
-122.691723\t45.463505\t10
-122.691112\t45.463397\t9.8
-122.690583\t45.463227\t8.8
-122.690227\t45.463098\t6
-122.690112\t45.463055\t1.8
-122.690048\t45.463032\t1
-122.689865\t45.462993\t3.2
-122.689362\t45.46316\t8.8
-122.688757\t45.463397\t10.8
-122.688068\t45.463343\t10.6
-122.687473\t45.463035\t11.6
-122.68689\t45.462748\t11
-122.686243\t45.46276\t10.2
-122.685667\t45.462872\t8.8
-122.684967\t45.496638\t7.49
-122.683493\t45.496447\t3.8
-122.683565\t45.496257\t4.2
-122.683692\t45.49602\t5.6
-122.683905\t45.495875\t4.4
-122.689265\t45.498583\t4.84
-122.688883\t45.498758\t7
-122.68853\t45.498917\t6.4
-122.688247\t45.499045\t5
-122.68813\t45.49912\t2.2
-122.688053\t45.499168\t1.6
-122.687802\t45.499162\t3.8
-122.687503\t45.499077\t5
-122.687288\t45.49906\t3
-122.68629\t45.499185\t2.31
-122.685913\t45.4992\t5.8
-122.685677\t45.499205\t3.4
-122.68559\t45.49922\t1.2
-122.684867\t45.499633\t1.38
-122.684487\t45.499865\t7.6
-122.684175\t45.500075\t6.6
-122.683925\t45.500275\t5.4
-122.68371\t45.50033\t3.4
-122.683413\t45.500255\t5.4
-122.683333\t45.500033\t6
-122.683648\t45.49983\t7.6
-122.684022\t45.499585\t7.8
-122.684365\t45.499377\t7
-122.684707\t45.499198\t6.8
-122.685017\t45.499053\t5.6
-122.685243\t45.49895\t4.2
-122.685503\t45.498807\t5.2
-122.685827\t45.498698\t5.8
-122.686242\t45.498682\t6.8
-122.686607\t45.49865\t5.6
-122.686755\t45.498437\t4
-122.686782\t45.498353\t1.8
-122.686695\t45.49812\t5.6
-122.686458\t45.497998\t4.2
-122.685332\t45.497978\t2.97
-122.684867\t45.497973\t7.2
-122.684415\t45.497967\t6.8
-122.684058\t45.498035\t5.6
-122.683815\t45.498122\t3.8
-122.683688\t45.49817\t2.6
-122.6833\t45.498313\t7.2
-122.682915\t45.498477\t6.8
-122.68273\t45.498578\t2.8
-122.682575\t45.498608\t2.8
-122.682272\t45.498507\t6.2
-122.681735\t45.498282\t10.6
-122.68148\t45.497818\t11.8
-122.681332\t45.497245\t14
-122.681175\t45.496687\t12.4
-122.681078\t45.496258\t10.8
-122.681292\t45.495772\t11.6
-122.68172\t45.495437\t11
-122.682308\t45.495255\t11
-122.68286\t45.495078\t10.6
-122.683082\t45.494748\t9.4
-122.682942\t45.494325\t9.6
-122.68247\t45.49396\t10.4
-122.681992\t45.493538\t11.4
-122.681792\t45.49299\t12.8
-122.681835\t45.49237\t14
-122.681982\t45.491817\t12.8
-122.68317\t45.4912\t11.2
-122.685358\t45.496727\t7.75
-122.685705\t45.49679\t5.4
-122.686028\t45.49685\t5
-122.686347\t45.496912\t5
-122.686668\t45.496982\t5.2
-122.68706\t45.497058\t6.4
-122.687463\t45.497138\t6.4
-122.687822\t45.49721\t5.6
-122.688107\t45.497265\t4.6
-122.688407\t45.497333\t4.8
-122.688733\t45.497403\t5.2
-122.689095\t45.497482\t6
-122.689357\t45.4976\t4.8
-122.689555\t45.497815\t5.4
-122.689613\t45.498078\t5.6
-122.689533\t45.49834\t5.4
-122.68211\t45.49666\t3.6
-122.681868\t45.496978\t7.8
-122.681887\t45.497317\t7.4
-122.682225\t45.497552\t7.4
-122.682703\t45.497527\t7.4
-122.682995\t45.497318\t6.4
-122.683127\t45.497145\t4.4
-122.683167\t45.497082\t1.75
-122.683225\t45.496902\t0.28
-122.683293\t45.496743\t3.8
-122.683393\t45.496597\t3.4
-122.683998\t45.495863\t5.46
-122.683998\t45.495863\t0
-122.683998\t45.495863\t0
-122.683998\t45.495863\t0
-122.684143\t45.495853\t2.75
-122.684485\t45.495963\t6
-122.684538\t45.496272\t7
-122.68457\t45.496498\t5.4
-122.68481\t45.496595\t4
-122.685268\t45.462985\t7.42
-122.685268\t45.462985\t0
-122.685268\t45.462985\t0
-122.685253\t45.462995\t0.03
-122.684972\t45.463068\t5
-122.684673\t45.463358\t8.2
-122.684158\t45.463705\t11.2
-122.683622\t45.464078\t11.8
-122.683448\t45.464712\t14.4
-122.683953\t45.491195\t8.02
-122.685437\t45.480363\t14
-122.686173\t45.48041\t11.4
-122.686653\t45.48054\t8
-122.686892\t45.480513\t4
-122.687053\t45.480183\t1.95
-122.687157\t45.479928\t5.8
-122.687255\t45.479517\t9.2
-122.686953\t45.479085\t10.8
-122.68618\t45.478945\t12.4
-122.685388\t45.478883\t12.8
-122.684728\t45.478575\t12.4
-122.68438\t45.478047\t13
-122.684355\t45.477427\t13.6
-122.684603\t45.476253\t13.3
-122.685215\t45.47586\t12.8
-122.685475\t45.475377\t12
-122.685003\t45.474902\t13
-122.684357\t45.474517\t13
-122.684167\t45.474153\t9.2
-122.68457\t45.473687\t11.8
-122.685082\t45.473193\t14
-122.685432\t45.47271\t12
-122.685602\t45.472287\t9.8
-122.685612\t45.471858\t9.4
-122.68564\t45.471478\t8.4
-122.685682\t45.471293\t4.2
-122.685673\t45.47127\t0.12
-122.685683\t45.471243\t0.6
-122.685798\t45.471143\t3
-122.68638\t45.471148\t9
-122.687108\t45.471132\t11.2
-122.687583\t45.471085\t7.2
-122.687755\t45.47106\t2.6
-122.68778\t45.471055\t0.4
-122.68778\t45.471055\t0
-122.68778\t45.471055\t0
-122.687803\t45.471052\t1
-122.688142\t45.470982\t5.6
-122.688647\t45.470837\t8.4
-122.689198\t45.470623\t9.8
-122.68992\t45.470212\t14.6
-122.690775\t45.469718\t17
-122.691618\t45.469242\t16.8
-122.692475\t45.468748\t17.2
-122.69337\t45.468232\t18
-122.694252\t45.467715\t17.8
-122.695057\t45.467247\t16.2
-122.695757\t45.466842\t14
-122.696385\t45.466482\t12.6
-122.696877\t45.46618\t9.8
-122.69716\t45.466013\t5.8
-122.697223\t45.465977\t1
-122.6973\t45.465933\t1.8
-122.697442\t45.465718\t5.4
-122.697412\t45.465403\t6.8
-122.697395\t45.465243\t3.4
-122.697365\t45.464383\t4.85
-122.697365\t45.463868\t11
-122.697365\t45.463627\t5
-122.697362\t45.463542\t1.8
-122.684733\t45.491413\t12.8
-122.685602\t45.491642\t14.6
-122.68651\t45.491762\t14.4
-122.687258\t45.491545\t13
-122.687403\t45.49104\t12.2
-122.686917\t45.490563\t13
-122.686522\t45.490098\t12
-122.686308\t45.489565\t12.2
-122.686075\t45.489037\t12.4
-122.685758\t45.48853\t12.2
-122.685647\t45.487948\t13.2
-122.685787\t45.487338\t13.8
-122.685867\t45.48681\t12
-122.685445\t45.48637\t12
-122.684702\t45.486092\t13.6
-122.683952\t45.485808\t13.4
-122.683632\t45.485305\t12.4
-122.683907\t45.484773\t13
-122.684463\t45.484405\t12.2
-122.684697\t45.483967\t11
-122.684462\t45.483478\t11.4
-122.68388\t45.483065\t13.2
-122.683413\t45.482658\t12
-122.68319\t45.482093\t13
-122.683157\t45.48144\t14.6
-122.683342\t45.480815\t14.2
-122.683788\t45.480357\t12.4
-122.684542\t45.480288\t12
-122.683698\t45.498277\t0
-122.683587\t45.498333\t2.2
-122.683275\t45.498492\t6
-122.682903\t45.498738\t7.2
-122.68272\t45.498873\t3.6
-122.682618\t45.498903\t1.8
-122.68237\t45.498865\t4.2
-122.681932\t45.498755\t7.2
-122.681502\t45.498523\t8.6
-122.681272\t45.49812\t9.6
-122.681087\t45.497677\t10.4
-122.680892\t45.497235\t10.2
-122.680713\t45.496785\t10.6
-122.680712\t45.496338\t10
-122.680908\t45.49596\t9.2
-122.681303\t45.495652\t9.6
-122.681807\t45.495467\t9.2
-122.682325\t45.495272\t9.4
-122.68268\t45.49498\t8.8
-122.682688\t45.494622\t8.2
-122.68236\t45.494263\t9.2
-122.681938\t45.493972\t8.8
-122.681658\t45.493602\t9.2
-122.681558\t45.493148\t10.2
-122.68157\t45.492678\t10.6
-122.68163\t45.492228\t10.2
-122.68186\t45.491828\t9.8
-122.682362\t45.491532\t10.2
-122.682963\t45.491353\t10.2
-122.683602\t45.491308\t9.8
-122.684213\t45.49143\t9.8
-122.684812\t45.491627\t10.2
-122.685458\t45.491787\t10.8
-122.68516\t45.478923\t6.95
-122.684612\t45.478658\t10.4
-122.68428\t45.478232\t10.8
-122.684203\t45.477732\t11
-122.684182\t45.47727\t9.8
-122.684178\t45.47682\t10
-122.68437\t45.476363\t10.4
-122.684803\t45.476028\t9.4
-122.685238\t45.475737\t8.8
-122.685265\t45.475317\t9.6
-122.68482\t45.47496\t10.6
-122.68429\t45.474653\t10.4
-122.683938\t45.474373\t8.2
-122.684047\t45.474045\t7
-122.684418\t45.473705\t9
-122.684777\t45.473355\t9.8
-122.68511\t45.47298\t9.8
-122.685325\t45.472617\t8.4
-122.685457\t45.47226\t7.8
-122.685502\t45.472082\t3
-122.685507\t45.471753\t2.05
-122.685555\t45.471458\t6.2
-122.685583\t45.471343\t1.8
-122.68568\t45.47121\t3.2
-122.686042\t45.471142\t5.6
-122.686572\t45.47114\t8.8
-122.687292\t45.4711\t11.2
-122.687992\t45.470995\t11
-122.688647\t45.47082\t10.8
-122.689258\t45.470575\t10.8
-122.69053\t45.469868\t12.7
-122.691198\t45.469482\t13.4
-122.691867\t45.469112\t13.2
-122.692517\t45.468738\t13
-122.693177\t45.468355\t13.2
-122.693867\t45.46796\t14
-122.694563\t45.467555\t11.2
-122.695252\t45.467132\t16.8
-122.695933\t45.466722\t11.2
-122.69661\t45.466337\t16
-122.697143\t45.466003\t10.4
-122.697417\t45.465757\t6.4
-122.697413\t45.465458\t6.6
-122.69738\t45.465105\t6.4
-122.697362\t45.464727\t8.4
-122.697352\t45.464353\t8.2
-122.697337\t45.46399\t7.8
-122.697325\t45.463707\t6.4
-122.697322\t45.463592\t2.6
-122.697322\t45.46359\t0
-122.697322\t45.46359\t0
-122.697322\t45.463575\t0.5
-122.697257\t45.463462\t2.8
-122.69697\t45.463423\t4.2
-122.696567\t45.463457\t6.4
-122.696112\t45.463465\t7
-122.695665\t45.463475\t7
-122.695472\t45.463483\t3
-122.694793\t45.463517\t2.6
-122.69433\t45.463523\t7.2
-122.693773\t45.463532\t8.4
-122.693138\t45.463537\t9.8
-122.692042\t45.463552\t8.5
-122.69135\t45.46352\t8.83
-122.690793\t45.463347\t9.4
-122.6903\t45.463178\t8.4
-122.690063\t45.463087\t4.2
-122.689937\t45.46303\t2.2
-122.68949\t45.463122\t7.2
-122.688893\t45.46335\t10.4
-122.688252\t45.463442\t10.2
-122.687658\t45.4632\t10.6
-122.687147\t45.462897\t10.4
-122.68661\t45.462757\t9
